ID,mastercode,Code,Plot,Subplot,Stratum,Forest,Trunk perimenter (cm),tree ID,Notes-Trunk,Lianas,deadwood .,deadwood%,Bait/Bamboo Height(m)
771,KP2-S2-A3-CA,KP2-S2-A3,KP2-S2,A3,CA,Kausi Primary,250,T770,same as B2 CA,8,1,10,25
772,KP2-S2-A4-CA,KP2-S2-A4,KP2-S2,A4,CA,Kausi Primary,250,T770,same as B2 CA,8,1,10,25
773,KP2-S2-A1-UN,KP2-S2-A1,KP2-S2,A1,UN,Kausi Primary,11,T773,,4,0,5,1.5
774,KP2-S2-A2-UN,KP2-S2-A2,KP2-S2,A2,UN,Kausi Primary,36,T774,,1,1,5,1.5
775,KP2-S2-A3-UN,KP2-S2-A3,KP2-S2,A3,UN,Kausi Primary,26,T775,,1,2,40,1.5
776,KP2-S2-A4-UN,KP2-S2-A4,KP2-S2,A4,UN,Kausi Primary,30,T776,,2,0,5,1.5
777,KP2-S2-B1-CA,KP2-S2-B1,KP2-S2,B1,CA,Kausi Primary,74,T769,same as A1 CA,7,0,5,13
778,KP2-S2-B2-CA,KP2-S2-B2,KP2-S2,B2,CA,Kausi Primary,250,T770,same as A2 CA,8,,,24
779,KP2-S2-B3-CA,KP2-S2-B3,KP2-S2,B3,CA,Kausi Primary,57,T779,,3,0,5,11
780,KP2-S2-B4-CA,KP2-S2-B4,KP2-S2,B4,CA,Kausi Primary,97,T780,same as D4 CA,0,1,10,12
781,KP2-S2-B1-UN,KP2-S2-B1,KP2-S2,B1,UN,Kausi Primary,24,T781,,1,1,10,1.5
782,KP2-S2-B2-UN,KP2-S2-B2,KP2-S2,B2,UN,Kausi Primary,42,T782,,2,1,5,1.5
783,KP2-S2-B3-UN,KP2-S2-B3,KP2-S2,B3,UN,Kausi Primary,18,T783,,3,0,5,1.5
784,KP2-S2-B4-UN,KP2-S2-B4,KP2-S2,B4,UN,Kausi Primary,36,T784,,1,0,10,1.5
785,KP2-S2-C1-CA,KP2-S2-C1,KP2-S2,C1,CA,Kausi Primary,55,T785,same as C2 CA,NA,3,10,NA
786,KP2-S2-C2-CA,KP2-S2-C2,KP2-S2,C2,CA,Kausi Primary,55,T785,same as C1 CA,6,3,10,17
787,KP2-S2-C3-CA,KP2-S2-C3,KP2-S2,C3,CA,Kausi Primary,123,T787,,6,0,10,22
788,KP2-S2-C4-CA,KP2-S2-C4,KP2-S2,C4,CA,Kausi Primary,97,T780,same as D4 CA,0,0,10,14
789,KP2-S2-C1-UN,KP2-S2-C1,KP2-S2,C1,UN,Kausi Primary,17,T789,,1,3,10,1.5
790,KP2-S2-C2-UN,KP2-S2-C2,KP2-S2,C2,UN,Kausi Primary,15,T790,,2,0,5,1.5
791,KP2-S2-C3-UN,KP2-S2-C3,KP2-S2,C3,UN,Kausi Primary,22,T791,,0,0,5,1.5
792,KP2-S2-C4-UN,KP2-S2-C4,KP2-S2,C4,UN,Kausi Primary,26,T792,,0,0,5,1.5
793,KP2-S2-D1-CA,KP2-S2-D1,KP2-S2,D1,CA,Kausi Primary,39,T793,same as D1 UN,0,1,10,13
794,KP2-S2-D2-CA,KP2-S2-D2,KP2-S2,D2,CA,Kausi Primary,110,T794,,0,2,10,16
795,KP2-S2-D3-CA,KP2-S2-D3,KP2-S2,D3,CA,Kausi Primary,39,T795,,2,3,20,14
796,KP2-S2-D4-CA,KP2-S2-D4,KP2-S2,D4,CA,Kausi Primary,97,T780,same as B4 CA,0,0,10,14
797,KP2-S2-D1-UN,KP2-S2-D1,KP2-S2,D1,UN,Kausi Primary,39,T793,same as D1 CA,0,0,10,1.5
798,KP2-S2-D2-UN,KP2-S2-D2,KP2-S2,D2,UN,Kausi Primary,29,T798,,2,2,10,1.5
799,KP2-S2-D3-UN,KP2-S2-D3,KP2-S2,D3,UN,Kausi Primary,28,T799,,2,3,20,1.5
800,KP2-S2-D4-UN,KP2-S2-D4,KP2-S2,D4,UN,Kausi Primary,19,T800,,0,1,10,1.5
801,KP2-S3-A1-CA,KP2-S3-A1,KP2-S3,A1,CA,Kausi Primary,127,T801,,4,4,10,21
802,KP2-S3-A2-CA,KP2-S3-A2,KP2-S3,A2,CA,Kausi Primary,202,T802,,4,3,5,18
803,KP2-S3-A3-CA,KP2-S3-A3,KP2-S3,A3,CA,Kausi Primary,246,T803,,7,4,15,16
804,KP2-S3-A4-CA,KP2-S3-A4,KP2-S3,A4,CA,Kausi Primary,98,T804,same as B4 CA,10,4,10,23
805,KP2-S3-A1-UN,KP2-S3-A1,KP2-S3,A1,UN,Kausi Primary,47,T805,,1,0,3,1.5
806,KP2-S3-A2-UN,KP2-S3-A2,KP2-S3,A2,UN,Kausi Primary,57,T806,,5,2,5,1.5
807,KP2-S3-A3-UN,KP2-S3-A3,KP2-S3,A3,UN,Kausi Primary,35,T807,,1,2,10,1.5
808,KP2-S3-A4-UN,KP2-S3-A4,KP2-S3,A4,UN,Kausi Primary,32,T808,,4,1,3,1.5
809,KP2-S3-B1-CA,KP2-S3-B1,KP2-S3,B1,CA,Kausi Primary,91,T809,,6,0,15,18
810,KP2-S3-B2-CA,KP2-S3-B2,KP2-S3,B2,CA,Kausi Primary,98,T804,same as B4 CA,2,2,7,28
811,KP2-S3-B3-CA,KP2-S3-B3,KP2-S3,B3,CA,Kausi Primary,98,T804,same as B4 CA,0,0,5,23
812,KP2-S3-B4-CA,KP2-S3-B4,KP2-S3,B4,CA,Kausi Primary,98,T804,same as A4 CA,0,0,5,25
813,KP2-S3-B1-UN,KP2-S3-B1,KP2-S3,B1,UN,Kausi Primary,28,T813,,2,0,2,1.5
814,KP2-S3-B2-UN,KP2-S3-B2,KP2-S3,B2,UN,Kausi Primary,29,T814,,6,1,10,1.5
815,KP2-S3-B3-UN,KP2-S3-B3,KP2-S3,B3,UN,Kausi Primary,22,T815,,2,1,7,1.5
816,KP2-S3-B4-UN,KP2-S3-B4,KP2-S3,B4,UN,Kausi Primary,37,T816,,1,1,10,1.5
817,KP2-S3-C1-CA,KP2-S3-C1,KP2-S3,C1,CA,Kausi Primary,73,T817,,5,1,5,19
818,KP2-S3-C2-CA,KP2-S3-C2,KP2-S3,C2,CA,Kausi Primary,34,T818,,0,0,5,16
819,KP2-S3-C3-CA,KP2-S3-C3,KP2-S3,C3,CA,Kausi Primary,391,T819,same as C4 CA,>20,3,15,19
820,KP2-S3-C4-CA,KP2-S3-C4,KP2-S3,C4,CA,Kausi Primary,391,T819,same as C3 CA,0,0,5,12
821,KP2-S3-C1-UN,KP2-S3-C1,KP2-S3,C1,UN,Kausi Primary,34,T821,,2,0,1,1.5
822,KP2-S3-C2-UN,KP2-S3-C2,KP2-S3,C2,UN,Kausi Primary,34,T822,,3,1,5,1.5
823,KP2-S3-C3-UN,KP2-S3-C3,KP2-S3,C3,UN,Kausi Primary,13,T823,,4,2,10,1.5
824,KP2-S3-C4-UN,KP2-S3-C4,KP2-S3,C4,UN,Kausi Primary,47,T824,,3,3,15,1.5
825,KP2-S3-D1-CA,KP2-S3-D1,KP2-S3,D1,CA,Kausi Primary,534,T825,,>20,3,10,22
826,KP2-S3-D2-CA,KP2-S3-D2,KP2-S3,D2,CA,Kausi Primary,57,T826,,0,0,5,14
827,KP2-S3-D3-CA,KP2-S3-D3,KP2-S3,D3,CA,Kausi Primary,391,T819,same as C3 CA,0,0,5,18
828,KP2-S3-D4-CA,KP2-S3-D4,KP2-S3,D4,CA,Kausi Primary,73,T828,,1,1,7,14
829,KP2-S3-D1-UN,KP2-S3-D1,KP2-S3,D1,UN,Kausi Primary,57,T829,,4,0,5,1.5
830,KP2-S3-D2-UN,KP2-S3-D2,KP2-S3,D2,UN,Kausi Primary,27,T830,,4,1,5,1.5
831,KP2-S3-D3-UN,KP2-S3-D3,KP2-S3,D3,UN,Kausi Primary,35,T831,,5,2,20,1.5
832,KP2-S3-D4-UN,KP2-S3-D4,KP2-S3,D4,UN,Kausi Primary,34,T832,,2,0,10,1.5
833,KP4-S1-A1-CA,KP4-S1-A1,KP4-S1,A1,CA,Kausi Primary,195,T833,,5,0,15,18
834,KP4-S1-A2-CA,KP4-S1-A2,KP4-S1,A2,CA,Kausi Primary,58,T834,,0,1,15,13
835,KP4-S1-A3-CA,KP4-S1-A3,KP4-S1,A3,CA,Kausi Primary,78,T835,,0,1,5,23
836,KP4-S1-A4-CA,KP4-S1-A4,KP4-S1,A4,CA,Kausi Primary,131,T836,outside plot,6,0,5,20
837,KP4-S1-A1-UN,KP4-S1-A1,KP4-S1,A1,UN,Kausi Primary,33,T837,,1,0,15,1.5
838,KP4-S1-A2-UN,KP4-S1-A2,KP4-S1,A2,UN,Kausi Primary,47,T838,,0,0,5,1.5
839,KP4-S1-A3-UN,KP4-S1-A3,KP4-S1,A3,UN,Kausi Primary,21,T839,,3,0,5,1.5
840,KP4-S1-A4-UN,KP4-S1-A4,KP4-S1,A4,UN,Kausi Primary,18,T840,,0,0,5,1.5
841,KP4-S1-B1-CA,KP4-S1-B1,KP4-S1,B1,CA,Kausi Primary,49,T845,same as B1 UN,0,0,5,14
842,KP4-S1-B2-CA,KP4-S1-B2,KP4-S1,B2,CA,Kausi Primary,105,T842,same as B3 CA,0,0,10,21
843,KP4-S1-B3-CA,KP4-S1-B3,KP4-S1,B3,CA,Kausi Primary,105,T842,same as B2 CA,0,2,10,28
844,KP4-S1-B4-CA,KP4-S1-B4,KP4-S1,B4,CA,Kausi Primary,58,T844,outside plot,0,2,5,18
845,KP4-S1-B1-UN,KP4-S1-B1,KP4-S1,B1,UN,Kausi Primary,49,T845,same as B1 CA,0,0,5,1.5
846,KP4-S1-B2-UN,KP4-S1-B2,KP4-S1,B2,UN,Kausi Primary,36,T846,,0,0,10,1.5
847,KP4-S1-B3-UN,KP4-S1-B3,KP4-S1,B3,UN,Kausi Primary,30,T847,,0,1,10,1.5
848,KP4-S1-B4-UN,KP4-S1-B4,KP4-S1,B4,UN,Kausi Primary,24,T848,,1,0,10,1.5
849,KP4-S1-C1-CA,KP4-S1-C1,KP4-S1,C1,CA,Kausi Primary,205,T849,same as C2 CA,5,2,20,15
850,KP4-S1-C2-CA,KP4-S1-C2,KP4-S1,C2,CA,Kausi Primary,205,T849,same as C1 CA,5,2,20,25
851,KP4-S1-C3-CA,KP4-S1-C3,KP4-S1,C3,CA,Kausi Primary,205,T849,same as C1 CA,5,2,20,26
852,KP4-S1-C4-CA,KP4-S1-C4,KP4-S1,C4,CA,Kausi Primary,53,T852,,2,5,5,18
853,KP4-S1-C1-UN,KP4-S1-C1,KP4-S1,C1,UN,Kausi Primary,38,T853,,0,0,10,1.5
854,KP4-S1-C2-UN,KP4-S1-C2,KP4-S1,C2,UN,Kausi Primary,49,T854,,0,2,15,1.5
855,KP4-S1-C3-UN,KP4-S1-C3,KP4-S1,C3,UN,Kausi Primary,36,T855,,0,0,5,1.5
856,KP4-S1-C4-UN,KP4-S1-C4,KP4-S1,C4,UN,Kausi Primary,19,T856,,0,0,5,1.5
857,KP4-S1-D1-CA,KP4-S1-D1,KP4-S1,D1,CA,Kausi Primary,45,T857,,3,0,5,12
858,KP4-S1-D2-CA,KP4-S1-D2,KP4-S1,D2,CA,Kausi Primary,56,T858,,1,0,5,14
859,KP4-S1-D3-CA,KP4-S1-D3,KP4-S1,D3,CA,Kausi Primary,77,T862,same as D2 UN,0,0,5,15
860,KP4-S1-D4-CA,KP4-S1-D4,KP4-S1,D4,CA,Kausi Primary,108,T860,,11,0,5,15
861,KP4-S1-D1-UN,KP4-S1-D1,KP4-S1,D1,UN,Kausi Primary,34,T861,,2,1,10,1.5
862,KP4-S1-D2-UN,KP4-S1-D2,KP4-S1,D2,UN,Kausi Primary,77,T862,same as D3 CA,0,0,5,1.5
863,KP4-S1-D3-UN,KP4-S1-D3,KP4-S1,D3,UN,Kausi Primary,45,T863,,2,0,5,1.5
864,KP4-S1-D4-UN,KP4-S1-D4,KP4-S1,D4,UN,Kausi Primary,43,T864,,1,0,10,1.5
865,KP4-S2-A1-CA,KP4-S2-A1,KP4-S2,A1,CA,Kausi Primary,302,T865,,2,0,70,26
866,KP4-S2-A2-CA,KP4-S2-A2,KP4-S2,A2,CA,Kausi Primary,163,T867,same as A3 CA,2,1,5,24
867,KP4-S2-A3-CA,KP4-S2-A3,KP4-S2,A3,CA,Kausi Primary,163,T867,same as A2 CA,1,2,10,15
868,KP4-S2-A4-CA,KP4-S2-A4,KP4-S2,A4,CA,Kausi Primary,82,T868,,2,0,5,14
869,KP4-S2-A1-UN,KP4-S2-A1,KP4-S2,A1,UN,Kausi Primary,52,T869,,1,0,5,1.5
870,KP4-S2-A2-UN,KP4-S2-A2,KP4-S2,A2,UN,Kausi Primary,39,T870,,0,0,5,1.5
871,KP4-S2-A3-UN,KP4-S2-A3,KP4-S2,A3,UN,Kausi Primary,34,T871,,0,1,5,1.5
872,KP4-S2-A4-UN,KP4-S2-A4,KP4-S2,A4,UN,Kausi Primary,47,T872,,5,2,15,1.5
873,KP4-S2-B1-CA,KP4-S2-B1,KP4-S2,B1,CA,Kausi Primary,75,T874,sane as B2 Ca,2,0,5,15
874,KP4-S2-B2-CA,KP4-S2-B2,KP4-S2,B2,CA,Kausi Primary,75,T874,same as B1 CA,2,0,5,13
875,KP4-S2-B3-CA,KP4-S2-B3,KP4-S2,B3,CA,Kausi Primary,104,T875,same as B4 CA,4,3,50,11
876,KP4-S2-B4-CA,KP4-S2-B4,KP4-S2,B4,CA,Kausi Primary,104,T875,same as B3 CA,4,3,50,18
877,KP4-S2-B1-UN,KP4-S2-B1,KP4-S2,B1,UN,Kausi Primary,32,T877,,5,0,10,1.5
878,KP4-S2-B2-UN,KP4-S2-B2,KP4-S2,B2,UN,Kausi Primary,30,T878,,0,2,20,1.5
879,KP4-S2-B3-UN,KP4-S2-B3,KP4-S2,B3,UN,Kausi Primary,25,T879,,1,1,0,1.5
880,KP4-S2-B4-UN,KP4-S2-B4,KP4-S2,B4,UN,Kausi Primary,43,T880,,3,1,50,1.5
881,KP4-S2-C1-CA,KP4-S2-C1,KP4-S2,C1,CA,Kausi Primary,237,T881,same as D1 CA,4,3,50,18
882,KP4-S2-C2-CA,KP4-S2-C2,KP4-S2,C2,CA,Kausi Primary,52,T882,same as D3 UN,0,1,20,17
883,KP4-S2-C3-CA,KP4-S2-C3,KP4-S2,C3,CA,Kausi Primary,104,T883,same as B3 CA,4,3,50,18
884,KP4-S2-C4-CA,KP4-S2-C4,KP4-S2,C4,CA,Kausi Primary,104,T883,same as B3 CA,4,3,50,20
885,KP4-S2-C1-UN,KP4-S2-C1,KP4-S2,C1,UN,Kausi Primary,26,T885,,2,1,20,1.5
886,KP4-S2-C2-UN,KP4-S2-C2,KP4-S2,C2,UN,Kausi Primary,31,T886,,3,0,5,1.5
887,KP4-S2-C3-UN,KP4-S2-C3,KP4-S2,C3,UN,Kausi Primary,52,T887,,1,1,20,1.5
888,KP4-S2-C4-UN,KP4-S2-C4,KP4-S2,C4,UN,Kausi Primary,28,T888,,0,1,30,1.5
889,KP4-S2-D1-CA,KP4-S2-D1,KP4-S2,D1,CA,Kausi Primary,237,T881,same as C1 CA,4,3,50,20
890,KP4-S2-D2-CA,KP4-S2-D2,KP4-S2,D2,CA,Kausi Primary,237,T881,same as C1 CA,4,3,50,20
891,KP4-S2-D3-CA,KP4-S2-D3,KP4-S2,D3,CA,Kausi Primary,66,T891,,0,2,60,18
892,KP4-S2-D4-CA,KP4-S2-D4,KP4-S2,D4,CA,Kausi Primary,104,T875,same as B3 CA,4,3,50,14
893,KP4-S2-D1-UN,KP4-S2-D1,KP4-S2,D1,UN,Kausi Primary,54,T893,,1,1,40,1.5
894,KP4-S2-D2-UN,KP4-S2-D2,KP4-S2,D2,UN,Kausi Primary,56,T894,,2,0,5,1.5
895,KP4-S2-D3-UN,KP4-S2-D3,KP4-S2,D3,UN,Kausi Primary,66,T895,,0,2,60,1.5
896,KP4-S2-D4-UN,KP4-S2-D4,KP4-S2,D4,UN,Kausi Primary,57,T896,,3,,,1.5
897,KP4-S3-A1-CA,KP4-S3-A1,KP4-S3,A1,CA,Kausi Primary,325,T897,same as A2 CA,0,3,5,21
898,KP4-S3-A2-CA,KP4-S3-A2,KP4-S3,A2,CA,Kausi Primary,325,T897,same as A1 CA,0,3,5,19
899,KP4-S3-A3-CA,KP4-S3-A3,KP4-S3,A3,CA,Kausi Primary,217,T899,,0,2,5,21
900,KP4-S3-A4-CA,KP4-S3-A4,KP4-S3,A4,CA,Kausi Primary,210,T900,outside plot,0,1,5,18
901,KP4-S3-A1-UN,KP4-S3-A1,KP4-S3,A1,UN,Kausi Primary,40,T901,,0,3,30,1.5
902,KP4-S3-A2-UN,KP4-S3-A2,KP4-S3,A2,UN,Kausi Primary,22,T902,,1,1,5,1.5
903,KP4-S3-A3-UN,KP4-S3-A3,KP4-S3,A3,UN,Kausi Primary,26,T903,,0,0,5,1.5
904,KP4-S3-A4-UN,KP4-S3-A4,KP4-S3,A4,UN,Kausi Primary,35,T904,,0,0,5,1.5
905,KP4-S3-B1-CA,KP4-S3-B1,KP4-S3,B1,CA,Kausi Primary,150,T905,measured with roots,0,3,5,16
906,KP4-S3-B2-CA,KP4-S3-B2,KP4-S3,B2,CA,Kausi Primary,78,T906,same as B2 UN,0,1,5,15
907,KP4-S3-B3-CA,KP4-S3-B3,KP4-S3,B3,CA,Kausi Primary,106,T907,same as B4 CA,1,0,10,17
908,KP4-S3-B4-CA,KP4-S3-B4,KP4-S3,B4,CA,Kausi Primary,106,T907,same as B3 CA,1,0,10,19
909,KP4-S3-B1-UN,KP4-S3-B1,KP4-S3,B1,UN,Kausi Primary,43,T909,,1,0,5,1.5
910,KP4-S3-B2-UN,KP4-S3-B2,KP4-S3,B2,UN,Kausi Primary,78,T906,same as B3 CA,0,1,5,1.5
911,KP4-S3-B3-UN,KP4-S3-B3,KP4-S3,B3,UN,Kausi Primary,27,T911,,1,0,5,1.5
912,KP4-S3-B4-UN,KP4-S3-B4,KP4-S3,B4,UN,Kausi Primary,38,T912,,1,0,5,1.5
913,KP4-S3-C1-CA,KP4-S3-C1,KP4-S3,C1,CA,Kausi Primary,450,T913,,0,3,5,21
914,KP4-S3-C2-CA,KP4-S3-C2,KP4-S3,C2,CA,Kausi Primary,185,T914,same as D1 CA,1,4,10,20
915,KP4-S3-C3-CA,KP4-S3-C3,KP4-S3,C3,CA,Kausi Primary,46,T915,same as D3 CA,0,2,5,18
916,KP4-S3-C4-CA,KP4-S3-C4,KP4-S3,C4,CA,Kausi Primary,106,T907,same as B3 CA,1,1,5,17
917,KP4-S3-C1-UN,KP4-S3-C1,KP4-S3,C1,UN,Kausi Primary,42,T917,,0,0,10,1.5
918,KP4-S3-C2-UN,KP4-S3-C2,KP4-S3,C2,UN,Kausi Primary,23,T918,,0,0,5,1.5
919,KP4-S3-C3-UN,KP4-S3-C3,KP4-S3,C3,UN,Kausi Primary,39,T919,,0,0,5,1.5
920,KP4-S3-C4-UN,KP4-S3-C4,KP4-S3,C4,UN,Kausi Primary,49,T920,,1,1,5,1.5
921,KP4-S3-D1-CA,KP4-S3-D1,KP4-S3,D1,CA,Kausi Primary,185,T914,same as C2 CA,0,4,10,16
922,KP4-S3-D2-CA,KP4-S3-D2,KP4-S3,D2,CA,Kausi Primary,185,T914,same as C2 CA,0,4,10,17
923,KP4-S3-D3-CA,KP4-S3-D3,KP4-S3,D3,CA,Kausi Primary,46,T915,same as C3 CA,0,2,5,12
924,KP4-S3-D4-CA,KP4-S3-D4,KP4-S3,D4,CA,Kausi Primary,49,T924,same as D4 UN,0,1,10,8
925,KP4-S3-D1-UN,KP4-S3-D1,KP4-S3,D1,UN,Kausi Primary,43,T925,,2,0,5,1.5
926,KP4-S3-D2-UN,KP4-S3-D2,KP4-S3,D2,UN,Kausi Primary,20,T926,,0,0,5,1.5
927,KP4-S3-D3-UN,KP4-S3-D3,KP4-S3,D3,UN,Kausi Primary,21,T927,,0,0,5,1.5
928,KP4-S3-D4-UN,KP4-S3-D4,KP4-S3,D4,UN,Kausi Primary,49,T924,same as D4 CA,0,1,10,1.5
929,KP6-S1-A1-CA,KP6-S1-A1,KP6-S1,A1,CA,Kausi Primary,55,T929,,2,0,5,8
930,KP6-S1-A2-CA,KP6-S1-A2,KP6-S1,A2,CA,Kausi Primary,114,T930,,0,1,5,19
931,KP6-S1-A3-CA,KP6-S1-A3,KP6-S1,A3,CA,Kausi Primary,80,T948,same as C4 CA,8,0,5,24
932,KP6-S1-A4-CA,KP6-S1-A4,KP6-S1,A4,CA,Kausi Primary,94,T932,,10,5,10,27
933,KP6-S1-A1-UN,KP6-S1-A1,KP6-S1,A1,UN,Kausi Primary,14,T933,,1,0,5,1.5
934,KP6-S1-A2-UN,KP6-S1-A2,KP6-S1,A2,UN,Kausi Primary,12,T934,,1,1,5,1.5
935,KP6-S1-A3-UN,KP6-S1-A3,KP6-S1,A3,UN,Kausi Primary,47,T935,,1,1,5,1.5
936,KP6-S1-A4-UN,KP6-S1-A4,KP6-S1,A4,UN,Kausi Primary,23,T936,,0,1,5,1.5
937,KP6-S1-B1-CA,KP6-S1-B1,KP6-S1,B1,CA,Kausi Primary,38,T937,,1,0,5,10
938,KP6-S1-B2-CA,KP6-S1-B2,KP6-S1,B2,CA,Kausi Primary,71,T945,same as C1 CA,>20,5,10,19
939,KP6-S1-B3-CA,KP6-S1-B3,KP6-S1,B3,CA,Kausi Primary,80,T939,same as A3 CA,10,5,10,19
940,KP6-S1-B4-CA,KP6-S1-B4,KP6-S1,B4,CA,Kausi Primary,80,T939,same as A3 CA,10,5,10,22
941,KP6-S1-B1-UN,KP6-S1-B1,KP6-S1,B1,UN,Kausi Primary,46,T941,,1,1,5,1.5
942,KP6-S1-B2-UN,KP6-S1-B2,KP6-S1,B2,UN,Kausi Primary,22,T942,,1,2,20,1.5
943,KP6-S1-B3-UN,KP6-S1-B3,KP6-S1,B3,UN,Kausi Primary,41,T943,,0,1,5,1.5
944,KP6-S1-B4-UN,KP6-S1-B4,KP6-S1,B4,UN,Kausi Primary,22,T944,,1,1,5,1.5
945,KP6-S1-C1-CA,KP6-S1-C1,KP6-S1,C1,CA,Kausi Primary,71,T945,same as B2 CA,>20,5,10,23
946,KP6-S1-C2-CA,KP6-S1-C2,KP6-S1,C2,CA,Kausi Primary,71,T945,same as B2 CA,>20,5,10,24
947,KP6-S1-C3-CA,KP6-S1-C3,KP6-S1,C3,CA,Kausi Primary,71,T945,same as B2 CA,10,5,10,29
948,KP6-S1-C4-CA,KP6-S1-C4,KP6-S1,C4,CA,Kausi Primary,80,T948,same as A3 CA,10,5,10,25
949,KP6-S1-C1-UN,KP6-S1-C1,KP6-S1,C1,UN,Kausi Primary,40,T949,,0,1,5,1.5
950,KP6-S1-C2-UN,KP6-S1-C2,KP6-S1,C2,UN,Kausi Primary,29,T950,,0,1,5,1.5
951,KP6-S1-C3-UN,KP6-S1-C3,KP6-S1,C3,UN,Kausi Primary,21,T951,,0,1,5,1.5
952,KP6-S1-C4-UN,KP6-S1-C4,KP6-S1,C4,UN,Kausi Primary,26,T952,,0,1,5,1.5
953,KP6-S1-D1-CA,KP6-S1-D1,KP6-S1,D1,CA,Kausi Primary,20,T953,,>20,4,20,16
954,KP6-S1-D2-CA,KP6-S1-D2,KP6-S1,D2,CA,Kausi Primary,70,T954,,8,0,5,25
955,KP6-S1-D3-CA,KP6-S1-D3,KP6-S1,D3,CA,Kausi Primary,245,T955,outside plot: same as D4 CA,15,6,25,26
956,KP6-S1-D4-CA,KP6-S1-D4,KP6-S1,D4,CA,Kausi Primary,245,T955,outside plot: same as D3 CA,15,6,20,21
957,KP6-S1-D1-UN,KP6-S1-D1,KP6-S1,D1,UN,Kausi Primary,21,T957,,1,0,5,1.5
958,KP6-S1-D2-UN,KP6-S1-D2,KP6-S1,D2,UN,Kausi Primary,22,T958,,2,2,5,1.5
959,KP6-S1-D3-UN,KP6-S1-D3,KP6-S1,D3,UN,Kausi Primary,27,T959,,0,0,5,1.5
960,KP6-S1-D4-UN,KP6-S1-D4,KP6-S1,D4,UN,Kausi Primary,24,T960,,0,1,5,1.5
961,KP6-S2-A1-CA,KP6-S2-A1,KP6-S2,A1,CA,Kausi Primary,39,T961,"Phil comment: values make no sense, dont use",>20,0,5,30
962,KP6-S2-A2-CA,KP6-S2-A2,KP6-S2,A2,CA,Kausi Primary,6,T962,"Phil comment: values make no sense, dont use",15,6,10,21
963,KP6-S2-A3-CA,KP6-S2-A3,KP6-S2,A3,CA,Kausi Primary,201,T963,"Phil comment: values make no sense, dont use",>20,6,10,26
964,KP6-S2-A4-CA,KP6-S2-A4,KP6-S2,A4,CA,Kausi Primary,9,T964,"Phil comment: values make no sense, dont use",>20,6,10,18
965,KP6-S2-A1-UN,KP6-S2-A1,KP6-S2,A1,UN,Kausi Primary,30,T965,,1,0,5,1.5
966,KP6-S2-A2-UN,KP6-S2-A2,KP6-S2,A2,UN,Kausi Primary,201,T966,,1,2,15,1.5
967,KP6-S2-A3-UN,KP6-S2-A3,KP6-S2,A3,UN,Kausi Primary,5,T967,,0,0,5,1.5
968,KP6-S2-A4-UN,KP6-S2-A4,KP6-S2,A4,UN,Kausi Primary,20,T968,,0,0,5,1.5
969,KP6-S2-B1-CA,KP6-S2-B1,KP6-S2,B1,CA,Kausi Primary,27,T969,"Phil comment: values make no sense, dont use",14,1,5,23
970,KP6-S2-B2-CA,KP6-S2-B2,KP6-S2,B2,CA,Kausi Primary,37,T970,"Phil comment: values make no sense, dont use",2,0,5,9
971,KP6-S2-B3-CA,KP6-S2-B3,KP6-S2,B3,CA,Kausi Primary,33,T971,"Phil comment: values make no sense, dont use",1,1,5,8
972,KP6-S2-B4-CA,KP6-S2-B4,KP6-S2,B4,CA,Kausi Primary,9,T972,"Phil comment: values make no sense, dont use",15,6,10,24
973,KP6-S2-B1-UN,KP6-S2-B1,KP6-S2,B1,UN,Kausi Primary,101,T973,,2,1,5,1.5
974,KP6-S2-B2-UN,KP6-S2-B2,KP6-S2,B2,UN,Kausi Primary,37,T974,,2,0,5,1.5
975,KP6-S2-B3-UN,KP6-S2-B3,KP6-S2,B3,UN,Kausi Primary,33,T975,,1,1,5,1.5
976,KP6-S2-B4-UN,KP6-S2-B4,KP6-S2,B4,UN,Kausi Primary,201,T966,same as A2 CA,1,0,5,1.5
977,KP6-S2-C1-CA,KP6-S2-C1,KP6-S2,C1,CA,Kausi Primary,26,T977,"Phil comment: values make no sense, dont use",15,6,10,21
978,KP6-S2-C2-CA,KP6-S2-C2,KP6-S2,C2,CA,Kausi Primary,25,T978,"Phil comment: values make no sense, dont use",15,6,10,20
979,KP6-S2-C3-CA,KP6-S2-C3,KP6-S2,C3,CA,Kausi Primary,38,T979,"Phil comment: values make no sense, dont use",15,6,10,21
980,KP6-S2-C4-CA,KP6-S2-C4,KP6-S2,C4,CA,Kausi Primary,26,T980,"Phil comment: values make no sense, dont use",15,6,10,23
981,KP6-S2-C1-UN,KP6-S2-C1,KP6-S2,C1,UN,Kausi Primary,200,T981,same as C2 CA,1,0,5,1.5
982,KP6-S2-C2-UN,KP6-S2-C2,KP6-S2,C2,UN,Kausi Primary,200,T981,same as C1 CA,0,0,5,1.5
983,KP6-S2-C3-UN,KP6-S2-C3,KP6-S2,C3,UN,Kausi Primary,200,T981,same as C1 CA,0,3,10,1.5
984,KP6-S2-C4-UN,KP6-S2-C4,KP6-S2,C4,UN,Kausi Primary,200,T981,same as C1 CA,1,0,5,1.5
985,KP6-S2-D1-CA,KP6-S2-D1,KP6-S2,D1,CA,Kausi Primary,31,T985,"Phil comment: values make no sense, dont use",>20,0,5,30
